상품번호,코드,상품명,판매가,정가,배송비,즉시할인,포인트,바코드,오퍼코드,옵션코드
47066,34-01-01,호연당 아카시아꿀물 180ml 48개,28800.0,37400.0,3000.0,0.0,0.0,,OFR37532779,SKU65354273
47067,28-51,현대제약 미에로화이바 210ml 40개,30700.0,39900.0,3000.0,0.0,0.0,,OFR19337330,SKU95165169
47068,27-03,롯데 실론티 250ml 30개,14600.0,19000.0,3000.0,0.0,0.0,,OFR49606619,SKU43473197
47070,28-52,현대제약 미에로화이바 350ml 24개,21800.0,28300.0,3000.0,0.0,0.0,,OFR84354358,SKU84070327
47071,26-27-06,웅진 티즐 제로 라임민트티 500ml 20개,17500.0,22800.0,3000.0,0.0,0.0,,OFR22812205,SKU19425653
47072,26-27-05,웅진 티즐 제로 피치얼그레이  500ml 20개,17500.0,22800.0,3000.0,0.0,0.0,,OFR94316206,SKU45387255
47073,26-27-04,웅진 티즐 제로 자몽블랙티 500ml 20개,16970.0,19500.0,3000.0,0.0,0.0,,OFR95350927,SKU41629774
47074,26-27-03,웅진 티즐 제로 피치우롱티 500ml 20개,16970.0,20200.0,3000.0,0.0,0.0,,OFR76712423,SKU38354140
47075,23-05-01,웅진 맑게 우려낸 누룽지 1.5L 12개,13000.0,16900.0,3000.0,0.0,0.0,,OFR01262529,SKU52213560
47076,23-333-01,웅진 결명자차 1.5L 12개,13840.0,16600.0,3000.0,0.0,0.0,,OFR48384093,SKU19819145
47077,20-09-01,광동 헛개차 1.5L 12개,15900.0,20700.0,3000.0,0.0,0.0,,OFR32716522,SKU95785034
47078,23-35-01,웅진 헛개차 1.5L 12펫,15200.0,19800.0,3000.0,0.0,0.0,,OFR12619833,SKU70249678
47079,35-06,참맑은 헛개차 175ml  30캔,7300.0,9500.0,3000.0,0.0,0.0,,OFR60381910,SKU81089098
47080,20-18,광동 옥수수수염차 캔 180ml 30개,10800.0,10800.0,3000.0,0.0,0.0,,OFR00970370,SKU24670461
47081,20-15,광동 헛개차 캔(업소용) 175ml 30개,7800.0,10100.0,3000.0,0.0,0.0,,OFR23081285,SKU61607465
47082,29-17,일화 헛개차 340ml 20개,12000.0,12500.0,3000.0,0.0,0.0,,OFR01148281,SKU30906635
47083,21-07,남양 17차 340ml 20개,10800.0,14000.0,3000.0,0.0,0.0,,OFR12946652,SKU27072915
47084,23-40.,일화 목에는 맑은하늘 도라지차 340ml 20개,13300.0,16800.0,3000.0,0.0,0.0,,OFR61538784,SKU80265975
